,Rest_id,name,rate,phone,location,rest_type,reviews_list,Mean Rating,Ro Rating,scaled_sentiment,final_score
1172,1172,Shreedevi,3.7,"080 25283499
080 25283299",Indiranagar,Quick Bites,"[('Rated 4.0', 'RATED\n  Nice place for the Andhra Meals thali. The rice and subzi are unlimited. Quality and taste is good. We also tried out couple of starters the Chicken Sixer and Chicken Pepper Fry, tasty with the latter being better. All in all a satisfactory meal.')]",3.45,"{'roberta_neg': 0.0020398195, 'roberta_neu': 0.025680885, 'roberta_pos': 0.9722793}",5.0,4.57
1615,1615,Bombay Sandwich Company,3.7,"080 43719055
+91 8197080321",Hennur,Delivery,"[('Rated 5.0', 'RATED\n  I love you guys..\nOrdered Veggie Medley Panini and it was awesome. Do try to deliver hot tea also and if required charge it for packaging. Bcoz ur sandwiches are really good and filling but hot tea or black coffee can make them complete for lazy people like us on Sunday mornings.\nSize perfect. Costing not heavy on pockets.\nTaste superb. Packaging good and eco-friendly.\nI will definitely visit your outlet soon. Keep it up.'), ('Rated 4.0', ""RATED\n  The falafel sandwich was super good.\nThe paneer pesto sandwich was also decadent. Loaded filling and very very scrumptious. The sauces could have been customised though.\n\nKudos guys!\nThis is definitely going to be my best call for quick bites in the future.\n\nHowever, would like to state that the bread had turned a little soft and mushy in the middle, by the time I took a bite, which was the right after the delivery of the order. Because I was hungry, I didn't care as much.\n\nWould like to also see more sea-food sandwich options!\nGrab-on-the-go service could be thought about."")]",3.03,"{'roberta_neg': 0.004482766, 'roberta_neu': 0.024215313, 'roberta_pos': 0.9713019}",5.0,4.57
2910,2910,Sri Udupi Park,3.7,+91 9980383828,Old Airport Road,Casual Dining,"[('Rated 3.0', 'RATED\n  Decent butter masala dosa. Not so nice sambar, but good chutney. Fast delivery by Zomato team. Overall a good experience. Will try something else from here next time.')]",3.64,"{'roberta_neg': 0.015886713, 'roberta_neu': 0.102900825, 'roberta_pos': 0.8812125}",5.0,4.57
1514,1514,Pallavi North Indian Veg Restaurant,3.7,"080 42085558
+91 9066707459",JP Nagar,Casual Dining,"[('Rated 4.0', 'RATED\n  Decent offering....for sure liked the simply prepared alu Gobi and awesome dal mild paneer bhurji... can do with better chapatti and plain rice.... will try some other items some other day....')]",3.45,"{'roberta_neg': 0.004717028, 'roberta_neu': 0.0715606, 'roberta_pos': 0.9237223}",5.0,4.57
825,825,Kettle On,3.7,"+91 9591028035
+91 7259188842",Electronic City,Quick Bites,"[('Rated 3.0', ""RATED\n  It's a small setup and a bit difficult to locate in neeladri road ecity phase 1. Since I stay just opposite to this place I knew about it. Tried masala poha and aloo parantha for breakfast and got it as a parcel. I didn't have much expectations but it turned out to be a good one. Poha was very fresh and delicious. Aaloo parantha was also nice. Overall I was happy trying this food from this place."")]",3.45,"{'roberta_neg': 0.003728205, 'roberta_neu': 0.026530124, 'roberta_pos': 0.9697417}",5.0,4.57
2090,2090,Imperial Restaurant,3.6,"+91 8792003031
080 65603031",Koramangala 6th Block,Casual Dining,"[('Rated 4.0', 'RATED\n  One of the favourite restaurant in Bangalore for me and my family.they have very good South Indian style food.i love their mutton brain fry. Reasonable pricing and very good service')]",3.47,"{'roberta_neg': 0.001168863, 'roberta_neu': 0.008006502, 'roberta_pos': 0.99082464}",5.0,4.53
585,585,Sarvam,3.6,"080 25720213
+91 9632833336",HSR,Casual Dining,"[('Rated 3.0', 'RATED\n  I had order a chicken ghee roast and kulcha they have mentioned manglore style thats why i order it was good and price is also affordable quantity was also there but i dint not get that tipical manglore ghee roast but ok ok and kulcha was good soft over all i will rate 3/5.')]",3.26,"{'roberta_neg': 0.006908952, 'roberta_neu': 0.1003694, 'roberta_pos': 0.89272165}",5.0,4.53
845,845,Aura - Radha Regent,3.6,080 49652659,Electronic City,Bar,"[('Rated 3.0', 'RATED\n  A nice rooftop place with a good ambience. A group called Cuban twist performed live music and the two girls were fantastic.\n\nFood: little above average. The buffet had a decent spread with very good manchurian n a lovely veg shorba and kadi. Cajun spiced fish, steamed rice n peas pulao and desserts. The kadi was watery but tasty. The desserts were good.\n\nOverall, a nice experience. The food can be better.')]",3.32,"{'roberta_neg': 0.002139328, 'roberta_neu': 0.022559656, 'roberta_pos': 0.975301}",5.0,4.53
1657,1657,Srinidhi Upachar,3.6,+91 8105714391,Banaswadi,Quick Bites,"[('Rated 4.0', 'RATED\n  I used to here after coming from office! Decent place with good food options.\nOne must try fried rice and idly and paddu.\nAs I remember they used to give bonda soup too.\nGreat service!')]",3.32,"{'roberta_neg': 0.0025669853, 'roberta_neu': 0.036360428, 'roberta_pos': 0.9610726}",5.0,4.53
216,216,Skylit - Citrus Hotels,3.6,"+91 9513267805
+91 9513267814",Bellandur,Lounge,"[('Rated 4.0', ""RATED\n  This is another place that I used to go with my close buds! We usually prefer the open terrace and the view from there is just awesome. V have had numerous office parties here and it's a good place to hang out. Besides u have alacarte and buffet.. The veg options in a buffet are quite limited and really wouldn't be a pleasing one as such. But when it comes to non veg, it's packs a punch and it's awesome. If you are lucky you might have the fish fry and honey chicken fry in the buffet menu. They are drool worthy and finger licking good. Main course is just above average and nothing great about it.. Starters are something that you wouldn't regret having!! Must try for sure!""), ('Rated 3.5', ""RATED\n  A swoon-worthy romantic resturants located in bellandur is a perfect spot to take your date night up a notch and opt for a luxurious getaway for a romantic candle lit dinner .if it's your partner's birthday one can opt for a rooftop candle lit dinner or fine dining experience in a private home theater , serviced by a private butteler .the place is sure to leave the person spell bound .\n\nThe ambience is neat and the service very prompt.\nThe staff was courteous ,As for the food is impeccably good .although the price is pretty high it is great for hosting a birthday surprises for loved ones.\n\nAmbience:4/5\nService :4/5\nFood : 4/5\nVfm :2/5""), ('Rated 4.0', 'RATED\n  I stayed at Citrus for a week. Love the room including the room service. Skylit located on the rooftop has a nice view with good music. The buffet is included in the package but you can also order from the daily special menu which is chargeable. The food is good. The live singing on the last two days of my stay made it memorable.')]",3.55,"{'roberta_neg': 0.0034943558, 'roberta_neu': 0.026605794, 'roberta_pos': 0.9698999}",5.0,4.53
3339,3339,Zodiac,3.6,"+91 9731207900
+91 8040200200",Whitefield,Casual Dining,"[('Rated 5.0', 'RATED\n  Went to a buffet in zodiac.The food was good especially the mutton was delicious ,the pineapple cake was freshly baked and served well so was the beetroot cutlet .Overall a good experience'), ('Rated 4.0', 'RATED\n  Lot of options spread across veg an nonveg. Descent food. Prepared fresh for the finished Items. 725+taxes is worth for this kind of place. Very calm and quiet. Enjoyed the food. Staff is cooperative and service was nice.\n\nSpecially the fish starter and play paneer was nice. Home style dal fry liked much. Lot of options in salad. 2 soups were there one each for veg and non veg. Pudding and beetroot halwa must to try.')]",3.32,"{'roberta_neg': 0.002057827, 'roberta_neu': 0.020550737, 'roberta_pos': 0.9773915}",5.0,4.53
204,204,Chatorezz,3.6,"+91 8050861849
+91 6202983092",Marathahalli,Quick Bites,"[('Rated 3.5', 'RATED\n  It was a rainy evening when I was in no mood to cook and thought of ordering from this place. I ordered the Egg masala combo. There were three phulkas, egg masala and raita for 135 bucks. The phulkas were soft and the egg masala was truly delicious. The gravy was thick and had a nice consistency. The raita, however was watery and spoiled the taste. Better if they remove it from the menu. The delivery was on time and the packaging was quite good.\nWill love to try other items from their menu.')]",3.32,"{'roberta_neg': 0.013947657, 'roberta_neu': 0.06508858, 'roberta_pos': 0.9209638}",5.0,4.53
2209,2209,South Tiffins,3.6,+91 8095500014,HSR,Quick Bites,"[('Rated 4.0', 'RATED\n  One of the decent breakfast places around HSR, I am in love with their chutney and bisi bisi vada early in the morning. This is one of the rare places that opens up early to greet me :)'), ('Rated 3.0', 'RATED\n  One of the reason I love to live in this city is for its breakfast food. My favorite Idli, Vada and Dosa are available at almost every corner of the street but there are only few places whose quality matches my likes and my palate.\n\nOn a fine Sunday morning, I and my friend decided to order some breakfast food and South Tiffins came on the list on the Food App. Having never tried from them before, we thought to try from them. The order was delivered much sooner than expected and the food was still hot.\n\nThe Rava Idli and the Bisibele Bath let us down a little, as the Idli was little dry and the Bath lacked the overall taste.\n\nThe Vada was DELICIOUS! Crunchy with minimal peppercorns, it tasted heavenly with the Chutney.\n\nThe Masala Dosa was equally delicious and a good potato stuffing inside. It was slightly crisp on the edges just the way I prefer.\n\nThe rates are nominal and are in parallel to other similar eateries.\n\nCheers!')]",3.28,"{'roberta_neg': 0.006564709, 'roberta_neu': 0.041780923, 'roberta_pos': 0.9516544}",5.0,4.53
2747,2747,A2B - Adyar Ananda Bhavan,3.6,18001036363,Ulsoor,Casual Dining,"[('Rated 4.0', 'RATED\n  A2B - Adyar Ananda Bhawan, Ulsoor, Bangalore\n.\nI order Veg Manchow soup from this place. The soup was accompanied with fried noodles, which were in good quantity.\nAlso, the soup was packed well and was delivered hot. The taste was good too.\n.\nCosting at Ã\x83Ã\x83Ã\x82Ã\x83Ã\x83Ã\x82Ã\x82ÃÂ¢Ã\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x82Ã\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82ÃÂ¹100, the soup was completely worth the price.\n.\nThis place is Recommended !!!\n.\nWith Love\nThetechnifoodie')]",2.78,"{'roberta_neg': 0.0018904568, 'roberta_neu': 0.048685037, 'roberta_pos': 0.9494245}",5.0,4.53
2051,2051,Cafe Mondo,3.6,080 49534335,HSR,"Cafe, Casual Dining","[('Rated 5.0', 'RATED\n  Great experience in Cafe Mondo had cold coffee starters were very good and mosambi was really very good !!!fully freshy juice good in healthiest food here we get !!!! They serve qualitatively!!!?'), ('Rated 3.0', 'RATED\n  simple decor, good location and friendly staff, we tried burnt garlic soup which turned out to be fair, they had one plus one on pasta so we ordered our first cream cheese pasta which had so much of cheese that to dilute it we went with plan olive oil spaghetti n it turned out to be to great, will recommend there pizza ? itÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92s well balanced'), ('Rated 4.0', 'RATED\n  ItÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92s a really cute cafe I must say , I went with a fellow colleague in the month of may 2018 for evening coffee after office . Ordered pizza and cold coffee , Delicious it was ?'), ('Rated 5.0', 'RATED\n  Visited with couple of friends over the weekend, I for one ordered Rainbow cake with cappuccino, the cake looked good and tasted fine , a perfect evening delight indeed .'), ('Rated 4.0', 'RATED\n  Went here once and tried the marinated burger. It was good.. Fries were crunchy. We were seated on the rooftop. Only problem was that the tables were really dusty being in the open. And they should clean it up without the customer having to ask')]",3.39,"{'roberta_neg': 0.0046876227, 'roberta_neu': 0.041241016, 'roberta_pos': 0.9540714}",5.0,4.53
2351,2351,Imperial Restaurant,3.6,"+91 8792003031
080 65603031",Koramangala 6th Block,Casual Dining,"[('Rated 4.0', 'RATED\n  One of the favourite restaurant in Bangalore for me and my family.they have very good South Indian style food.i love their mutton brain fry. Reasonable pricing and very good service')]",3.47,"{'roberta_neg': 0.001168863, 'roberta_neu': 0.008006502, 'roberta_pos': 0.99082464}",5.0,4.53
529,529,More Than Chocolates,3.6,"+91 9620776606
+91 9845334203",BTM,Bakery,"[('Rated 4.0', ""RATED\n  Had amazing truffle cake from here. Liked the white forest too. Cupcakes were a little disappointed but truly amazing place for birthday cakes. Cakes so beautiful and tastes so yummy that you wouldn't want to leave even a bit of it."")]",3.32,"{'roberta_neg': 0.002960721, 'roberta_neu': 0.008581797, 'roberta_pos': 0.9884575}",5.0,4.53
2708,2708,Chatorezz,3.6,"+91 8050861849
+91 6202983092",Marathahalli,Quick Bites,"[('Rated 3.5', 'RATED\n  It was a rainy evening when I was in no mood to cook and thought of ordering from this place. I ordered the Egg masala combo. There were three phulkas, egg masala and raita for 135 bucks. The phulkas were soft and the egg masala was truly delicious. The gravy was thick and had a nice consistency. The raita, however was watery and spoiled the taste. Better if they remove it from the menu. The delivery was on time and the packaging was quite good.\nWill love to try other items from their menu.')]",3.32,"{'roberta_neg': 0.013947657, 'roberta_neu': 0.06508858, 'roberta_pos': 0.9209638}",5.0,4.53
2696,2696,Biryani Mane,3.6,"+91 9379812345
+91 7829225522",Marathahalli,Quick Bites,"[('Rated 3.0', 'RATED\n  Ambience 3/5\nfood taste 4/5\nQuantity 4/5\nPrice 3/5\nHad 2 veg biryani n a Gobi fry which costs 290 . Tastes so good . Gobi just a shallow fry costed 110 which is personally felt bit expensive.\nLast time ordered mushroom biryani , mushroom do pyaza was good.')]",3.32,"{'roberta_neg': 0.005153325, 'roberta_neu': 0.049480848, 'roberta_pos': 0.9453658}",5.0,4.53
1471,1471,Goa 0 Km,3.6,080 49653548,Kumaraswamy Layout,Casual Dining,"[('Rated 4.0', 'RATED\n  1) food very nice\n2) staff very good\n3) ambience simple and nice\n4) location of restaurant very nice\n5) service little bit slow\n6) over all very good restaurant and good taste'), ('Rated 3.0', ""RATED\n  A decent ambiance, tried ghee roast squids, ghee roast chicken, chicken kebab and lemon chicken, which wasn't that great. They should serve food little faster.""), ('Rated 5.0', 'RATED\n  This place was on my wish list from long and i went with my friends and enjoyed delicious seafood and chicken ghee roast out of all that we ordered i like pomfret rechado masala and chicken gheeroast all my friends were appreciating the food quality and the ambiance was very beautiful, well maintained')]",3.32,"{'roberta_neg': 0.004922426, 'roberta_neu': 0.037030507, 'roberta_pos': 0.95804703}",5.0,4.53
1962,1962,Bakers Town,3.6,+91 7411103666,BTM,Cafe,"[('Rated 3.0', 'RATED\n  Situated in a pretty busy and cramped area. Ambience is quiet good. Food is just average. Not a place to go with large groups due to space restrictions. Service is average.'), ('Rated 3.0', 'RATED\n  Went there for some snacks.orderd nachos and garlic bread which was good.the place is small and cozy.the staff were friendly.this place is very pocket friendly.'), ('Rated 3.0', 'RATED\n  The place is nice and small suitable only for a couple of friends. We ordered a white pasta and paneer pizza ?. Although pasta was good but pizza was bit bland. They also offer a range of ice- cream that are really good.\nThis place is most suitable small group of friends who are looking for a convenient and poket friendly place to hang out.\nFood : 5/10\nAmbience: 6/10\nService: 7/10')]",3.35,"{'roberta_neg': 0.007966607, 'roberta_neu': 0.06819738, 'roberta_pos': 0.923836}",5.0,4.53
2170,2170,Mangala Hotel,3.6,"+91 9886998474
080 40944279",Koramangala 1st Block,Quick Bites,"[('Rated 3.0', 'RATED\n  Good place to have nice breakfast. Appam and Kadapa curry would be a good combination here. They offer typical hot and cold drinking water. Tea is also good.')]",3.32,"{'roberta_neg': 0.0013701674, 'roberta_neu': 0.017575296, 'roberta_pos': 0.98105454}",5.0,4.53
3371,3371,Delhi Restaurant,3.6,"+91 9731417171
+91 9663611883",Whitefield,Quick Bites,"[('Rated 4.0', ""RATED\n  This is very near to my office. I have visited 4 5 times there. Foods are good in taste. Quantity is also perfect. Most loved thing is they serves half plate dishes also, which is good if you are alone.\nI liked garlic chicken dry, kadhai chicken, mushroom manchurian, tandoori chicken, paneer butter masala, egg manchurian.\nService is also very good, though I'll suggest not to visit on Friday lunch as it's very crowdy.\nI have ordered food to home also. Never got disappointed."")]",3.45,"{'roberta_neg': 0.004524738, 'roberta_neu': 0.022369165, 'roberta_pos': 0.97310615}",5.0,4.53
2182,2182,Hyderabadi Biryani Hub,3.6,"+91 7259015811
+91 8722620990",BTM,Casual Dining,"[('Rated 4.0', 'RATED\n  We usually order chicken biryani from here which is very tasty but little bit spicy.The order is on time always , packed very well and price is reasonable :)'), ('Rated 3.0', 'RATED\n  My friend ordered fried chicken biryani and the taste was good. chicken was fine . packaging was also good .Quantity was enough for one person.'), ('Rated 5.0', 'RATED\n  Midnight ordering for biryani craving & just served right. It was fabulous with perfect amt of d upper h bottom layers of rice & meat peices were quite pleasing. Soft tender well cooked. Jus right to end my midnight cravings.\nP.s. they forgot to send raita ... As maybe midnight so was a hurry guess... No probs i cud manage cos biryani itself needed no accompanaints.'), ('Rated 3.0', 'RATED\n  Ordered a takeaway , food is ok , ordered bonless chicken biryani , can be ordered again. Make sure to order via Zomato or uber eat la to get good discount.')]",3.29,"{'roberta_neg': 0.0044594617, 'roberta_neu': 0.0430638, 'roberta_pos': 0.9524767}",5.0,4.53
1263,1263,Canton,3.6,"080 41410069
+91 9611320069",Jayanagar,Casual Dining,"[('Rated 4.0', ""RATED\n  I haven't visited this place, but have ordered their food a lot of times from Zomato . The quantity they deliver is good and so is the taste. Do try the pork dishes that they have, they are mouth watering and delicious.\n\nI would definitely consider ordering more deliveries from this place.""), ('Rated 5.0', ""RATED\n  Canton here food is too good , I tried chicken biryani, egg noodles, fish curry with steam rice wow ; still I remember the taste.. excellent service and normal ambience nothing to say about it.. I love the biryani and fish curry ? it's located in main road? easily we find out this place and love to visit this place again ?"")]",3.24,"{'roberta_neg': 0.0024825346, 'roberta_neu': 0.010730423, 'roberta_pos': 0.9867871}",5.0,4.53
2564,2564,Bakers Town,3.6,+91 7411103666,BTM,Cafe,"[('Rated 3.0', 'RATED\n  Situated in a pretty busy and cramped area. Ambience is quiet good. Food is just average. Not a place to go with large groups due to space restrictions. Service is average.'), ('Rated 3.0', 'RATED\n  Went there for some snacks.orderd nachos and garlic bread which was good.the place is small and cozy.the staff were friendly.this place is very pocket friendly.'), ('Rated 3.0', 'RATED\n  The place is nice and small suitable only for a couple of friends. We ordered a white pasta and paneer pizza Ã\x83Ã\x83Ã\x82Ã\x83Ã\x83Ã\x82Ã\x82ÃÂ°Ã\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x9fÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x8dÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x95. Although pasta was good but pizza was bit bland. They also offer a range of ice- cream that are really good.\nThis place is most suitable small group of friends who are looking for a convenient and poket friendly place to hang out.\nFood : 5/10\nAmbience: 6/10\nService: 7/10')]",3.35,"{'roberta_neg': 0.0053340234, 'roberta_neu': 0.051385075, 'roberta_pos': 0.9432809}",5.0,4.53
3155,3155,Kamat Hotel,3.6,"080 25591913
+91 9741573008",Shivajinagar,Casual Dining,"[('Rated 3.0', 'RATED\n  Good vegetarian place. But the taste is average compared to the prices listed in the menu. This place is worth going only if you are extremely hungry and just want to eat something without thinking about the taste. The staff service is also average.'), ('Rated 4.0', 'RATED\n  This restaurant has been around for a long while and visiting it brings back memories of college days. The food is good here is yummy especially the south Indian variety such as dosa, idly, sambhar and coconut chutney. They offer north Indian and south Indian lunch thalis which are delicious and filling.\n\nalthingsbeautiful.wordpress.com')]",3.32,"{'roberta_neg': 0.0038041961, 'roberta_neu': 0.026349116, 'roberta_pos': 0.96984667}",5.0,4.53
722,722,In Wok,3.6,"080 22242288
080 22211081",Richmond Road,Casual Dining,"[('Rated 3.0', ""RATED\n  A decent place for a quick lunch during office hours. Not impressive enough though, they do have potential if they try to reinvent the place.\n\nHave visited 2-3 times. Last visit, we tried veg noodles and honey chicken. Quantity is quite good and food tastes decent as well.\n\nI won't really put this place as a recommendation, but since Richmond Road does not have many options, I would say it's worth going once in a while if this is the only place within walking distance of your workplace."")]",3.32,"{'roberta_neg': 0.014514888, 'roberta_neu': 0.09737056, 'roberta_pos': 0.8881146}",5.0,4.53
2401,2401,Calorie Express,3.6,+91 9663868626,BTM,Delivery,"[('Rated 4.0', 'RATED\n  This place offers really nice food. My top picks from this place are millets poha and dal kichdi.\n\nAs the name says it, I find very minimal oil and the food fresh')]",3.32,"{'roberta_neg': 0.0016895367, 'roberta_neu': 0.017362976, 'roberta_pos': 0.9809475}",5.0,4.53
1003,1003,Just Bake,3.6,+91 8970010111,HSR,Bakery,"[('Rated 5.0', 'RATED\n  I have tried Just Bake cakes at it various branches before...Nagvara , Electronic City side etc. And every time I found it good. They have lot of options from which you can choose and most of them are good.\n\nMy personal favorite are Blueberry, Pineapple and Red Velvet.\n\nAt this branch I tried :-\n\n* Blueberry - Experience was good. The cake was fresh and very soft. Taste was really good. Loved it.\n\n* Pineapple Gataux - It was fresh and taste was average.'), ('Rated 4.0', 'RATED\n  Anytime sweet or dessert cravings this is the place I go for.. Having a lot of branches spread across Bangalore these people are one affordable place for delicious cakes and other sweet goodies. I always end up buying a lot of cakes and their muffins and stock them at home and eat them within a day.They defenitiely make some yummy cakes. So tdy I tried their blueberry muffins which had blubbery jam oozing out of it ,it was completely delicious. And then I tried this new combo I came across red velvet+chocolate and wondered how it would taste and I must say two flavours combined tasted amazing!! A must visit place for some affordable goodies!')]",3.02,"{'roberta_neg': 0.0017045282, 'roberta_neu': 0.01564499, 'roberta_pos': 0.98265046}",5.0,4.53
1686,1686,Wow! Momo,3.6,+91 8884092796,Nagawara,Quick Bites,"[('Rated 3.0', 'RATED\n  Got to try the Corn and cheese sizzler momo and the Pan fried chicken momo. I did like both of them cause it tasted good and was fresh as well but was a bit on the spicier side.')]",3.12,"{'roberta_neg': 0.0017999117, 'roberta_neu': 0.036029518, 'roberta_pos': 0.96217054}",5.0,4.53
2266,2266,Hyderabadi Biryani Hub,3.6,"+91 7259015811
+91 8722620990",BTM,Casual Dining,"[('Rated 4.0', 'RATED\n  We usually order chicken biryani from here which is very tasty but little bit spicy.The order is on time always , packed very well and price is reasonable :)'), ('Rated 3.0', 'RATED\n  My friend ordered fried chicken biryani and the taste was good. chicken was fine . packaging was also good .Quantity was enough for one person.'), ('Rated 5.0', 'RATED\n  Midnight ordering for biryani craving & just served right. It was fabulous with perfect amt of d upper h bottom layers of rice & meat peices were quite pleasing. Soft tender well cooked. Jus right to end my midnight cravings.\nP.s. they forgot to send raita ... As maybe midnight so was a hurry guess... No probs i cud manage cos biryani itself needed no accompanaints.'), ('Rated 3.0', 'RATED\n  Ordered a takeaway , food is ok , ordered bonless chicken biryani , can be ordered again. Make sure to order via Zomato or uber eat la to get good discount.')]",3.29,"{'roberta_neg': 0.0044594617, 'roberta_neu': 0.0430638, 'roberta_pos': 0.9524767}",5.0,4.53
3330,3330,Punjabi Kitchen,3.6,"080 65970727
+91 9739559078",Whitefield,Quick Bites,"[('Rated 4.0', 'RATED\n  One of few places around to offer thali for takeaway. The veg thali was ok; nothing out of the ordinary. Had butter chicken and nan. They were good. Butter chicken was not too sweet and tasted just right. The chicken was cooked just right. Nan was fine. Cost was very economical. Overall, a good dining experience; definitely worth trying out.')]",2.98,"{'roberta_neg': 0.0027359147, 'roberta_neu': 0.03193432, 'roberta_pos': 0.9653298}",5.0,4.53
2315,2315,Mangala Hotel,3.6,"+91 9886998474
080 40944279",Koramangala 1st Block,Quick Bites,"[('Rated 3.0', 'RATED\n  Good place to have nice breakfast. Appam and Kadapa curry would be a good combination here. They offer typical hot and cold drinking water. Tea is also good.')]",3.32,"{'roberta_neg': 0.0013701674, 'roberta_neu': 0.017575296, 'roberta_pos': 0.98105454}",5.0,4.53
733,733,Masala Oota,3.6,080 48543377,Residency Road,Quick Bites,"[('Rated 4.0', 'RATED\n  A surprisingly large place - the owners have tried ato create a niche place for Karnataka food.\n\nThe Donne Biriyani was good, the ragi balls were good but the chicken ghee roast was not exactly your conventional ghee roast -, too much masala and gravy. The mutton chrry was apparently good as well\n\nWant to come here again to try the evening snacks especially the Akki Roti\n\nService was good and the value for money was okayish.')]",3.32,"{'roberta_neg': 0.0032356104, 'roberta_neu': 0.039744504, 'roberta_pos': 0.9570199}",5.0,4.53
1048,1048,Rolls On Wheels,3.6,"+91 9071734107
+91 9071496800",HSR,Quick Bites,"[('Rated 4.0', 'RATED\n  Momos were good, so were the rolls, located adjacent to NIFT. Pretty reasonable rates too. The fried momos were just how I had expected them to be!')]",2.81,"{'roberta_neg': 0.0031900476, 'roberta_neu': 0.03242707, 'roberta_pos': 0.9643828}",5.0,4.53
1616,1616,Balle Balle Dhaba,3.6,"+91 8884021333
+91 8197997380",Kalyan Nagar,Quick Bites,"[('Rated 3.0', 'RATED\n  Tried dal makhani , butter chicken and variety of breads. Dal was okey but butter chicken had i guess little extra artificial colour. Food-3.5, ambience-3.5, Service-4. Decent place to have a north india cuisine.'), ('Rated 4.0', 'RATED\n  This place is really good for people looking out for some really good food in Kalyan Nagar. The menu is nice and they serve till late night like around 11pm or so toh all the people who get back home a bit late can depend on this restaurant for some really stomach filling food. Both the veg and non veg food taste good. This restaurant is mainly focused on non veg as its Punjabi restaurant but then too they have good veg food available too.\nThe staff is friendly and the ambience is good. They mainly focus on online orders but then too the service was good. Overall this a good restaurant to have a one time meal if you live nearby this restaurant.'), ('Rated 5.0', ""RATED\n  Really liked this place.. perfect place for a good family dinner.. Very friendly people, the food here is really good.. and if you are a chicken lover then it's a must visit place if you residing in nearby area..!!""), ('Rated 2.0', 'RATED\n  I ordered through Zomato 10naans. Almost all the slices of the naan were uncooked. The method of preparation would have been like chapati I guess. Totally uncooked. It was literally eating half cooked dough. High disappointed. Gravies were good. Please look into this feedback and kindly improve the quality of the food.')]",3.32,"{'roberta_neg': 0.004641886, 'roberta_neu': 0.030875055, 'roberta_pos': 0.9644831}",5.0,4.53
968,968,Andhra Bhojanam,3.6,"+91 9666828389
+91 9666826633",Bellandur,Delivery,"[('Rated 4.0', ""RATED\n  I didn't visit the place, I placed order through online after seeing a good combo which is Rice, Rasam and Chicken Fry. I'm am from Andhra and I like that combination and I ordered. After seeing the order, I was really happy that I'm eating home made food. Food really tastes like at home. Chicken Fry is not that kabab fry it's like chicken fry with gravy which is made in home normally. I really like the spices which you guys used. But the only problem is you're not available many times when I try to order online. Chicken fry smells amazing, your mouth will start watering after you open the box."")]",3.32,"{'roberta_neg': 0.015514424, 'roberta_neu': 0.06820689, 'roberta_pos': 0.91627866}",5.0,4.53
1279,1279,Sgs Non Veg - Gundu Pulav,3.6,+91 8073653598,Jayanagar,Quick Bites,"[('Rated 4.0', 'RATED\n  Mutton pulav at its best. Generous quantity & good quality. Ample pieces of meat plus an egg with flavourful rice. Chicken kshatriya kebab is another hit dish. Must try. Pricing is also cheap. Only con is no seating arrangement in this outlet.'), ('Rated 4.0', 'RATED\n  SGS Non Veg Gundu Pulav outlets are located all over Bangalore and are quite popular. Last Sunday we decided to pay a visit to their Jayanagar branch. We ordered mutton pulav and Chicken Kshatriya Kabab. The pulav was pretty good with three pieces of mutton, adequate rice and the cost was around 150. The kabab was also quite tasty. I must admit even though I visited the place without much expectation but I liked their food. They donÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92t have any provision for spoons which can be a drawback for few.'), ('Rated 3.0', ""RATED\n  It's located near A2B restaurant.\n\nIf you love the Bangalore's very own, Donne Biryani then this restaurant is a must try\nNothing great worth while mentioning about this place\nBut I feel they've missed out on a few essentials that goes along with biryani like Raitha..\nAnd it does taste like Cottonpet Biryani"")]",3.43,"{'roberta_neg': 0.014089465, 'roberta_neu': 0.09205733, 'roberta_pos': 0.8938531}",5.0,4.53
2360,2360,Food Junction,3.6,"+91 9538329391
+91 8147729391",BTM,Quick Bites,"[('Rated 4.0', 'RATED\n  Went here for dinner last night and had a decent meal at a good price. The place is loaded with Christites and is the best place to have North Indian food in SG Palya. The taste is worth the price and I highly recommend the Chilly Paneer and thalis. Softy is also good.')]",3.24,"{'roberta_neg': 0.0014848253, 'roberta_neu': 0.017212197, 'roberta_pos': 0.98130304}",5.0,4.53
1019,1019,Sarvam,3.6,"080 25720213
+91 9632833336",HSR,Casual Dining,"[('Rated 3.0', 'RATED\n  I had order a chicken ghee roast and kulcha they have mentioned manglore style thats why i order it was good and price is also affordable quantity was also there but i dint not get that tipical manglore ghee roast but ok ok and kulcha was good soft over all i will rate 3/5.')]",3.26,"{'roberta_neg': 0.006908952, 'roberta_neu': 0.1003694, 'roberta_pos': 0.89272165}",5.0,4.53
